path,bytes,reason
datasets/genvideo/fake/HotShot/hotshot_492.mp4,308757,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_98.mp4,18311,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_456.mp4,75180,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_162.mp4,375183,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_464.mp4,245905,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_200.mp4,488794,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_346.mp4,129067,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_130.mp4,62039,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_78.mp4,167919,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_94.mp4,100857,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_146.mp4,116375,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_142.mp4,212996,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_503.mp4,22231,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_195.mp4,379122,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_634.mp4,228221,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_358.mp4,75846,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_377.mp4,108517,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_251.mp4,507364,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_320.mp4,151193,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_221.mp4,144168,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_335.mp4,73502,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_450.mp4,25346,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_113.mp4,112262,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_559.mp4,183852,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_203.mp4,160608,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_440.mp4,90224,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_656.mp4,129553,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_697.mp4,197684,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_522.mp4,55468,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_77.mp4,395189,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_698.mp4,310366,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_180.mp4,720864,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_58.mp4,58655,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_323.mp4,187737,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_105.mp4,177046,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_342.mp4,264317,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_486.mp4,64890,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_55.mp4,80331,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_224.mp4,53489,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_62.mp4,76896,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_538.mp4,562711,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_350.mp4,341164,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_489.mp4,203491,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_467.mp4,643742,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_211.mp4,180761,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_36.mp4,88168,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_353.mp4,54957,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_635.mp4,425564,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_23.mp4,184176,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_445.mp4,74898,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_665.mp4,133511,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_104.mp4,68832,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_441.mp4,47722,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_349.mp4,105926,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_626.mp4,512957,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_279.mp4,309598,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_554.mp4,248708,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_458.mp4,211393,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_304.mp4,109292,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_581.mp4,89917,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_82.mp4,335328,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_234.mp4,272324,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_662.mp4,69163,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_11.mp4,193769,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_497.mp4,13817,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_676.mp4,51131,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_147.mp4,118307,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_245.mp4,182450,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_590.mp4,99022,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_470.mp4,133623,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_602.mp4,342111,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_90.mp4,118473,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_194.mp4,303727,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_576.mp4,95545,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_415.mp4,340932,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_534.mp4,118471,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_242.mp4,66187,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_582.mp4,62765,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_588.mp4,96806,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_173.mp4,280144,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_514.mp4,184832,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_667.mp4,52378,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_473.mp4,200083,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_145.mp4,132303,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_452.mp4,161054,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_183.mp4,243505,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_552.mp4,163368,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_157.mp4,176289,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_574.mp4,30753,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_238.mp4,351147,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_359.mp4,381918,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_121.mp4,41611,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_40.mp4,120390,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_370.mp4,228138,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_644.mp4,98262,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_430.mp4,85289,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_26.mp4,251462,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_424.mp4,334041,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_677.mp4,74124,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_399.mp4,352938,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_369.mp4,482686,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_66.mp4,67687,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_603.mp4,47304,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_354.mp4,362885,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_313.mp4,42799,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_648.mp4,195925,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_457.mp4,144354,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_123.mp4,39504,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_273.mp4,271491,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_92.mp4,223594,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_246.mp4,103125,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_178.mp4,193159,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_607.mp4,412006,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_564.mp4,34912,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_404.mp4,403358,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_624.mp4,240854,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_331.mp4,107147,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_95.mp4,104093,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_64.mp4,37504,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_177.mp4,240897,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_222.mp4,86235,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_408.mp4,239227,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_504.mp4,215654,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_389.mp4,107531,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_568.mp4,430769,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_683.mp4,106409,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_300.mp4,71069,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_468.mp4,61189,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_333.mp4,170924,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_465.mp4,31670,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_507.mp4,50754,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_89.mp4,167940,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_647.mp4,46776,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_691.mp4,92017,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_655.mp4,39956,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_119.mp4,58574,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_671.mp4,132807,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_341.mp4,28688,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_144.mp4,66850,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_71.mp4,275305,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_172.mp4,248307,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_622.mp4,164267,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_595.mp4,63213,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_509.mp4,104372,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_475.mp4,137835,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_530.mp4,38748,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_176.mp4,40849,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_253.mp4,261395,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_454.mp4,71236,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_490.mp4,135501,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_586.mp4,75320,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_296.mp4,687663,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_247.mp4,55541,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_343.mp4,404604,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_87.mp4,50557,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_418.mp4,450435,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_39.mp4,212069,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_398.mp4,102203,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_163.mp4,374904,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_615.mp4,114275,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_16.mp4,303545,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_479.mp4,100835,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_443.mp4,193363,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_543.mp4,93113,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_419.mp4,139970,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_202.mp4,476472,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_114.mp4,108022,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_198.mp4,109618,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_438.mp4,63414,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_74.mp4,31897,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_259.mp4,393425,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_193.mp4,232032,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_393.mp4,45053,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_495.mp4,462954,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_21.mp4,203580,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_549.mp4,211240,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_469.mp4,466272,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_516.mp4,505902,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_69.mp4,52974,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_517.mp4,48795,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_299.mp4,74451,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_521.mp4,109571,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_597.mp4,191915,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_61.mp4,47558,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_73.mp4,79325,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_213.mp4,299798,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_562.mp4,498018,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_527.mp4,215675,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_557.mp4,279939,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_210.mp4,233621,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_169.mp4,136963,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_301.mp4,194732,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_488.mp4,209987,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_20.mp4,490900,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_679.mp4,67342,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_460.mp4,368077,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_681.mp4,133058,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_321.mp4,71410,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_302.mp4,128678,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_283.mp4,126544,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_148.mp4,333214,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_120.mp4,108256,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_477.mp4,209046,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_334.mp4,81791,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_325.mp4,414471,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_474.mp4,419663,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_395.mp4,428908,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_59.mp4,73060,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_400.mp4,377330,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_414.mp4,343235,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_376.mp4,92119,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_633.mp4,406379,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_442.mp4,144905,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_122.mp4,111955,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_461.mp4,212683,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_596.mp4,22676,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_570.mp4,113041,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_669.mp4,67413,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_471.mp4,44367,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_164.mp4,318551,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_619.mp4,320012,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_140.mp4,466108,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_357.mp4,640843,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_352.mp4,407362,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_548.mp4,68965,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_529.mp4,541520,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_292.mp4,346298,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_48.mp4,296539,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_646.mp4,248378,P00-P11固定评测池之外的fake；不是按分数筛选
datasets/genvideo/fake/HotShot/hotshot_266.mp4,430491,P00-P11固定评测池之外的fake；不是按分数筛选
