dataset,category,analysis_note,subset,source_model,filename,global_score,patch_score,alpha_score,alpha_minus_global_score,patch_minus_global_score,alpha_minus_patch_score
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,MoqC84sXu88_47_59.mp4,0.5640157758417707,0.1850412189960479,0.4124259531034815,-0.15158982273828914,-0.3789745568457228,0.22738473410743362
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,lmCrIZeob4w_23_26.mp4,0.91885448551919,0.5442284941673279,0.7690040889784451,-0.14985039654074495,-0.37462599135186214,0.2247755948111172
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,cM55xNJ_pfU_1_20.mp4,0.5163203437720745,0.160718485713005,0.3740796005484467,-0.14224074322362779,-0.35560185805906946,0.21336111483544168
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,2Nn2CAeaI5k_72_77.mp4,0.5127001412761949,0.1695524156093597,0.3754410510094608,-0.1372590902667341,-0.34314772566683516,0.20588863540010108
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,QA_JTtM1hKA_5_15.mp4,0.5178066870732281,0.1767373383045196,0.3813789475657446,-0.1364277395074835,-0.3410693487687085,0.204641609261225
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,gIvetX_oXeI_85_90.mp4,0.814089357193313,0.477856308221817,0.6795961376047146,-0.1344932195885984,-0.336233048971496,0.20173982938289758
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,5QJf-l4lPJw_133_138.mp4,0.6076789498469508,0.2736749053001404,0.4740773320282266,-0.1336016178187242,-0.33400404454681043,0.20040242672808622
comgenvid,real_score_decreased_by_alpha,真实视频被 Alpha-STALLED 打得更像生成，可能削弱真实召回。,real,MSVD,j1Z890_Q3so_131_138.mp4,0.7128561337414645,0.379446417093277,0.5794922470821895,-0.133363886659275,-0.3334097166481875,0.20004582998891252
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,267841ab-d2a2-5e99-a71f-d4b2503b16a5.mp4,0.0671650576877796,0.7512956261634827,0.3408172850780608,0.2736522273902812,0.6841305684757031,-0.41047834108542186
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,gimdonghun_320759929%2Fmd.mp4,0.0510948905109489,0.6787396669387817,0.302152801082082,0.2510579105711331,0.6276447764278328,-0.37658686585669976
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,antoinemg_733077046%2Fmd.mp4,0.1101365669884624,0.6960541605949402,0.3445036044310535,0.23436703744259108,0.5859175936064778,-0.3515505561638867
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,callumhall0504_276528656%2Fmd.mp4,0.1378914527902048,0.6958186030387878,0.361062312889638,0.22317086009943324,0.5579271502485831,-0.3347562901491498
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,johnwickerson_618482429%2Fmd.mp4,0.263612550035319,0.7845700979232788,0.471995569190503,0.20838301915518398,0.5209575478879598,-0.3125745287327758
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,226a982a-267e-5578-8375-b71dea1a085f.mp4,0.057305156581116,0.5732626914978027,0.2636881705477907,0.2063830139666747,0.5159575349166867,-0.30957452095001203
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,chasexcx_403885798%2Fmd.mp4,0.0605574523192842,0.5666666626930237,0.26300113646878,0.2024436841494958,0.5061092103737395,-0.3036655262242437
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,74bb3761-ef8b-5875-9c51-1c730b2c3cef.mp4,0.0276665881798916,0.5166666507720947,0.2232666132167728,0.1956000250368812,0.48900006259220313,-0.29340003755532196
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,raqibyousuf_172895658%2Fmd.mp4,0.1514892865552154,0.6373380422592163,0.3458287888368158,0.19433950228160038,0.4858487557040009,-0.2915092534224005
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,kanon0707_322281649%2Fmd.mp4,0.4021662349894043,0.8851001262664795,0.5953397915002344,0.19317355651083012,0.4829338912770752,-0.2897603347662451
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,e237197d-f25a-5d4a-a654-7f95f219d6de.mp4,0.065943607252178,0.5448763370513916,0.2575166991718634,0.19157309191968536,0.4789327297992136,-0.28735963787952823
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,1395a33b-8814-514c-94ea-23096918fe71.mp4,0.0464739816340946,0.5245583057403564,0.2377077112765993,0.19123372964250468,0.47808432410626184,-0.28685059446375716
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,0824813a-5d4e-5cd3-9f88-bf7ac0fec256.mp4,0.2303243465975983,0.7005889415740967,0.4184301845881976,0.1881058379905993,0.4702645949764984,-0.2821587569858991
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,yasgf701177_900651029%2Fmd.mp4,0.0507122674829291,0.5189045667648315,0.23798918719569,0.18727691971276092,0.4681922992819024,-0.28091537956914153
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,ashes1881_697273547%2Fmd.mp4,0.1594507887920885,0.6130741834640503,0.3409001466608732,0.18144935786878472,0.4536233946719618,-0.2721740368031771
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,harusunshine_450175492%2Fmd.mp4,0.1115787614786908,0.5559481978416443,0.2893265360238722,0.17774777454518143,0.4443694363629535,-0.2666216618177721
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,joseantonio71_614690824%2Fmd.mp4,0.0367759595008241,0.4787396788597107,0.2135614472443787,0.1767854877435546,0.44196371935888656,-0.265178231615332
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,13907fcc-2fee-5e7c-a75f-bad2e74114d9.mp4,0.1687073228161054,0.6084216833114624,0.3445930670142482,0.1758857441981428,0.439714360495357,-0.2638286162972142
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,VEO3,db33af0f-e352-5b65-a3d5-1062f5249081.mp4,0.2728838003296444,0.7100117802619934,0.447734992302584,0.17485119197293963,0.43712797993234903,-0.2622767879594094
comgenvid,generated_patch_global_conflict,patch 分支显著高于 global，适合检查局部证据是否误导融合。,annotated,Sora,trecording_547987669%2Fmd.mp4,0.042912644219449,0.4769140183925628,0.2165131938886945,0.17360054966924549,0.4340013741731138,-0.2604008245038683
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,rh1ng0_954745746%2Fmd.mp4,0.7406551683541323,0.7981743216514587,0.7636628296730629,0.023007661318930617,0.057519153297326486,-0.03451149197839587
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,coqrouge_309642307%2Fmd.mp4,0.5505798210501531,0.803239107131958,0.6516435354828751,0.101063714432722,0.2526592860818049,-0.15159557164908288
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,casp3rrrr_909638998%2Fmd.mp4,0.5213827407581823,0.7538869380950928,0.6143844196929464,0.09300167893476419,0.23250419733691052,-0.13950251840214634
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,shang0_860401353%2Fmd.mp4,0.583971038380033,0.65800940990448,0.6135863869898117,0.02961534860977877,0.07403837152444703,-0.044423022914668264
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,kanon0707_322281649%2Fmd.mp4,0.4021662349894043,0.8851001262664795,0.5953397915002344,0.19317355651083012,0.4829338912770752,-0.2897603347662451
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,xplore45_watermarked.mp4,0.4747763126913115,0.7606595754623413,0.5891296177997234,0.1143533051084119,0.2858832627710298,-0.17152995766261792
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,tenaiai_586325615%2Fmd.mp4,0.4175300211914292,0.8379858732223511,0.585712362003798,0.16818234081236877,0.4204558520309219,-0.2522735112185531
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,kitsunen_994713703%2Fmd.mp4,0.5190722863197551,0.6398115158081055,0.5673679781150953,0.04829569179534021,0.12073922948835036,-0.07244353769301015
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,VEO3,cf270be1-25f8-541b-b0f0-847840b80b67.mp4,0.6355809983517777,0.4551236629486084,0.56339806419051,-0.07218293416126775,-0.18045733540316933,0.10827440124190157
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,adryan91_80558088%2Fmd.mp4,0.4974835177772545,0.6585394740104675,0.5619059002705398,0.06442238249328525,0.161055956233213,-0.09663357373992776
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,VEO3,3096cf20-cd88-5b4d-bea6-61746776ff67.mp4,0.5552154461973158,0.5492932796478271,0.5528465795775204,-0.0023688666197954067,-0.005922166549488628,0.003553299929693221
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,buschdogg_875400141%2Fmd.mp4,0.4065222510007064,0.7498233318328857,0.5438426833335781,0.13732043233287172,0.34330108083217936,-0.20598064849930764
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,VEO3,1a9360dc-ca9f-5d0d-9514-68e25bb0ac9e.mp4,0.3754856369201789,0.7874558568000793,0.5402737248721391,0.1647880879519602,0.41197021987990046,-0.24718213192794025
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,phpdgs_989549820%2Fmd.mp4,0.5460472097951495,0.5219669938087463,0.5364151234005883,-0.009632086394561257,-0.024080215986403197,0.01444812959184194
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,joren111_304812655%2Fmd.mp4,0.4599275959500824,0.6284452080726624,0.5273346407991144,0.06740704484903198,0.16851761212257993,-0.10111056727354795
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,VEO3,2bc23ae4-7a7a-5421-a8a4-58c1f9116421.mp4,0.4965416764775135,0.5698468685150146,0.525863753292514,0.029322076815000486,0.07330519203750113,-0.043983115222500646
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,nguyenhieuls_243551143%2Fmd.mp4,0.4569990581587002,0.6243816018104553,0.5239520756194023,0.06695301746070209,0.16738254365175514,-0.10042952619105305
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,Sora,ankita68_239170629%2Fmd.mp4,0.4371026607016718,0.6374558210372925,0.5172439248359201,0.08014126413424827,0.20035316033562067,-0.1202118962013724
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,VEO3,fe790a42-597e-5b02-83c8-f568c5bfa4c2.mp4,0.4371173769719803,0.6325677037239075,0.5152975076727511,0.07818013070077079,0.1954503267519272,-0.1172701960511564
comgenvid,generated_alpha_still_high,Alpha-STALLED 仍最难识别的生成视频。,annotated,VEO3,bb014f75-5f93-58e0-bb6d-a5524a12c0e2.mp4,0.3486431598775606,0.7573615908622742,0.512130532271446,0.1634873723938854,0.40871843098471355,-0.24523105859082817
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,Z19zFlPah-o_6_11.mp4,0.0024134683305862,0.009069493971765,0.0050758785870577,0.0026624102564715,0.0066560256411788,-0.0039936153847073
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,dP15zlyra3c_0_10.mp4,0.0041794207676006,0.0067137810401618,0.005193164876625,0.0010137441090244002,0.0025343602725612004,-0.0015206161635368002
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,ZbzDGXEwtGc_6_15.mp4,0.0086678832116788,0.0011189634678885,0.0056483153141626,-0.003019567897516201,-0.0075489197437903005,0.0045293518462740994
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,1QVn0FffExM_14_24.mp4,0.0093448316458676,0.0062426384538412,0.008103954369057,-0.0012408772768106,-0.0031021931920264005,0.0018613159152158004
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,6JnGBs88sL0_4_10.mp4,0.0120084765716976,0.0067726736888289,0.0099141554185501,-0.0020943211531474996,-0.0052358028828686995,0.0031414817297212
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,TF6LNmwDr_0_2_10.mp4,0.0098746173769719,0.0100117782130837,0.0099294817114166,5.486433444469932e-05,0.00013716083611180034,-8.229650166710102e-05
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,-mAoVOhKy0c_4_9.mp4,0.0115964210030609,0.0134864542633295,0.0123524343071683,0.0007560133041074005,0.001890033260268601,-0.0011340199561612006
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,D1tTBncIsm8_248_254.mp4,0.0077260419119378,0.0249116607010364,0.0146002894275772,0.0068742475156394,0.017185618789098602,-0.010311371273459201
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,sFExO_PW22s_10_18.mp4,0.0121556392747821,0.0206124857068061,0.0155383778475916,0.003382738572809501,0.008456846432024,-0.0050741078592144995
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,a1Y73sPHKxw_0_5.mp4,0.0062985636920178,0.029740871861577,0.0156754869598414,0.009376923267823599,0.0234423081695592,-0.0140653849017356
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,5W02895vT8c_312_322.mp4,0.0219861078408288,0.0078916372731328,0.0163483196137504,-0.005637788227078399,-0.014094470567696001,0.008456682340617602
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,P6eo3LULuuc_1_11.mp4,0.0061661172592418,0.0342167243361473,0.017386360090004,0.0112202428307622,0.0280506070769055,-0.0168303642461433
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,Li3umATsU0E_1_5.mp4,0.0074758653166941,0.034628976136446,0.0183371096445948,0.010861244327900699,0.0271531108197519,-0.0162918664918512
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,gHyXstpe_N8_95_100.mp4,0.0098304685660466,0.0333333350718021,0.0192316151683488,0.0094011466023022,0.023502866505755497,-0.014101719903453297
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,jCplbayVbtw_10_20.mp4,0.0182628914527902,0.0220259130001068,0.0197681000717168,0.0015052086189265984,0.0037630215473166,-0.0022578129283900017
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,W_iR4YVCxUY_8_15.mp4,0.0193371791853072,0.0210247356444597,0.0200122017689682,0.0006750225836609988,0.0016875564591525005,-0.0010125338754915017
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,iLr7ZHAq1ro_7_11.mp4,0.0252531198493053,0.013663132674992,0.0206171249795799,-0.0046359948697254,-0.011589987174313301,0.006953992304587901
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,F3pmw2ga244_59_65.mp4,0.024590887685425,0.0182567723095417,0.0220572415350716,-0.0025336461503534004,-0.0063341153758833015,0.003800469225529901
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,idRc_KkInds_0_6.mp4,0.009065222510007,0.0425795055925846,0.022470935743038,0.013405713233031,0.0335142830825776,-0.020108569849546603
comgenvid,real_alpha_low,Alpha-STALLED 最容易误伤的真实视频。,real,MSVD,RjpbFlOHFps_8_25.mp4,0.0251795384977631,0.0242638401687145,0.0248132591661436,-0.0003662793316194998,-0.0009156983290486004,0.0005494189974291006
videofeedback,generated_score_increased_by_alpha,生成视频被 Alpha-STALLED 打得更像真实，可能削弱检测。,annotated,LaVie-base,4001104.mp4,0.0234430186013656,0.9839460849761964,0.4076442451512979,0.3842012265499323,0.9605030663748308,-0.5763018398248985
videofeedback,generated_score_increased_by_alpha,生成视频被 Alpha-STALLED 打得更像真实，可能削弱检测。,annotated,VideoCrafter2,2001966.mp4,0.0012950317871438,0.910392165184021,0.3649338851458947,0.3636388533587509,0.9090971333968771,-0.5454582800381262
videofeedback,generated_score_increased_by_alpha,生成视频被 Alpha-STALLED 打得更像真实，可能削弱检测。,annotated,LaVie-base,4002630.mp4,0.0861343301153755,0.9948039054870604,0.4496021602640495,0.363467830148674,0.9086695753716849,-0.5452017452230109
videofeedback,generated_score_increased_by_alpha,生成视频被 Alpha-STALLED 打得更像真实，可能削弱检测。,annotated,VideoCrafter2,2000555.mp4,0.058894513774429,0.9663479924201964,0.421875905232736,0.362981391458307,0.9074534786457674,-0.5444720871874604
videofeedback,generated_score_increased_by_alpha,生成视频被 Alpha-STALLED 打得更像真实，可能削弱检测。,annotated,VideoCrafter2,2002317.mp4,0.0037673651989639,0.9098774194717408,0.3662113869080747,0.3624440217091108,0.9061100542727769,-0.5436660325636662
videofeedback,generated_score_increased_by_alpha,生成视频被 Alpha-STALLED 打得更像真实，可能削弱检测。,annotated,LaVie-base,4004413.mp4,0.067179773958088,0.9677451252937316,0.4274059144923454,0.3602261405342574,0.9005653513356435,-0.5403392108013862
