dataset,video_id,feature_change,random,real_anomaly,real_anomaly_nms,stratified_real_anomaly,uniform,all_selector_k_matches_uniform
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/95trevorthompson_watermarked.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/_dri__121308411%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/_horse_619318200%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/_kx_283277740%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aaabnnon_466467197%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aadeseveruz_88242328%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aaroneboyce_443104867%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aarya121212_594284790%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abanuni_29343697%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abbasi303_277787488%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abbasshahwan_871443816%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abcd-x_714432516%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abcdefghijfdsfsdfsf_302058589%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abcolp_973369478%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abddu_393690614%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abdujaliliy_109159782%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abdulrahmaruss_974098107%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abdurrahmaneymenolu_706897355%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abhilashdwarakish_136979546%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abo1221_434152204%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/abrahamgs_591406678%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/acasssss_358588184%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/accalmie_531835679%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/acfofangel_890043053%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/achigala_611943440%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adabaharat_376490481%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adafafffaf5455_136583813%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adarsh1431a_967753927%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adcollective_150185417%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adil104_297888031%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aditya992_151486281%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adityanayak23_431329179%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adlgcxpm_635548396%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adosphere01_656411819%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/adryan91_80558088%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/advivedi9_742747348%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aedtetg_210017708%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aerobott_375068661%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/afsinsahin_379807705%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/afterburner739_499935257%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/agpdd_759040193%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ahnsungmin_677028767%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aidenchoi0929_115923825%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aienjoyer42_97516890%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aifirst_758361788%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ailiver9787_847228081%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aira1918_591101039%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aix_innovation_lab_655744264%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ajaykr09_547123938%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ajilus_483238082%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ak1990_679900919%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akash_28072002_824906559%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akashb_468014520%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akbarkareorg_452587540%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akihiro_n_525531899%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akira12343_871344059%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akirakaweade_593876105%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akkarma_181967214%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/akshit-sarin_764972304%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alan4649_199924089%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alanjack_489722798%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alankam_988968402%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alanpaulpanassiti_287632183%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/albrchetti_153064388%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aleks007_362820217%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aleks8622_375234076%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alexa90_19844171%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alexabrazura_414697163%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alexkolarov94_780280004%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alexkuehndirector_506818934%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alfredo70_760449309%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alienornc_693341583%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alivecoaching_362499862%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alkemm_332661861%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/allanteste_224958894%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/allesclaerchen_99582902%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alma0307_733145307%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alper1992_262589180%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alpha_bit_911455093%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alsiess__444041278%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alwyns_502037549%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/alxndraag_499864146%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amack04_632760166%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amanadlakha_825403788%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ambika8802_watermarked.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ambwood_124104980%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amfereday_424344053%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amirflg1960_800479732%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amit898569856_246028372%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ammyzz_708865578%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amohns_watermarked.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amorebody_118598225%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amorphouslibra_897590446%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/amysung00_717763020%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anabohuele_920521129%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anamepopovic_492970037%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anbjorkstrom_933734398%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ancade_283672368%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/andes2tokyo_895325730%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/andrewkorolow_973684774%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/andy2510_13896800%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/angiemarierm_141689241%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/animss01_189765887%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aninvinciblemind_688429844%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ankita68_239170629%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ankitagrawaljsr_791222574%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/annetst_921821427%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/antoinemg_733077046%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anuj_kothari_264220718%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anujdxb_242175959%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anujtiwary69_19415224%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/anwar1001_368378969%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aomammm_483165930%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aphillips8430_842158779%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/apndump_204122224%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aqmed_555825407%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aqulley_655469041%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aralvi84_662898395%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/arbechemindo_530571076%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/arcidalia_981981851%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/arfo75_154788139%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ariasto_852379771%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/arnav619_734526242%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/art_tra_979742107%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/artemasso_706144935%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/arthures369_194530034%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/artimuebles_483781783%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/artzet_940092949%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/arukamo_935771223%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/asd123zxc2314_385850007%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ashes1881_697273547%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/asimjofa321_148452168%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aspirezonerealestate_707980198%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/astacake_48457029%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/asuragate_952991473%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/at____999_458200743%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/atakivancevsen_96347779%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/atheef_583386805%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/auiyukicute4gmailcom_532002007%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aurora-sora_487554182%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aurota_lala_424237240%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aurus-_270918830%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/austerestore_475177574%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/austin355_586562389%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/autreone_709991703%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/autumnolive_772003448%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/avamarketing_582895542%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/awxdi_776270500%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/axo09_278259719%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ayami_jp_318488182%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ayan12_610035271%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/aymbot_529062337%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/azenmoktan_87349735%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/b_i_a_777331738%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bababububu_232918578%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/babu12999_504611764%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/babychamp_128451259%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/babycharmcz_993616866%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/babygaang_398671334%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/badhiin_watermarked.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bae1981_475803894%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bajpaianshuman_835560964%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bami0776_956498167%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bananenfaust_522597945%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/banchoet_78940656%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/barbagallo_478897870%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/barizzaofis_795702849%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/barsfunnyaf_908182574%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/batmang_492024172%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bcabe_771103962%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/beckytravis_410235854%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/beegee1152_421751003%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/believeinjc_586471273%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bella_libya_watermarked.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bem2025s_521143860%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/benbakry_826187566%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/benigogoi_658001820%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/benlatrobe_712706050%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bergkamp1977_241944285%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bernardonyqr6_59392084%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/berne63_850814281%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/beth999_585771189%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/beziiiii_173900815%2Fmd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/bfrkyr_986901808%2Fmd.mp4,3,3,3,3,3,3,True
